permit_number,issue_date,estimated_completion,city,state,county,fips_code,latitude,longitude,permit_type,zoning_classification,square_footage,project_valuation,status,contractor_licensed,environmental_review,flood_zone,nearest_epa_station,data_source,public_record
BP-2025464,2025-05-03,2026-06-28,Broken Arrow,OK,Tulsa,40143,35.426345,-96.704519,Food Processing Facility,I-2 Heavy Industrial,43857,11207532.31,Issued,Yes,Pending,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025465,2025-11-27,2026-04-16,Norman,OK,Cleveland,40027,36.313847,-97.719873,Medical Facility,M-1 Medical District,3551,1132452.6,Under Review,Yes,Passed,Zone X,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025466,2026-05-15,2027-10-29,Oklahoma City,OK,Oklahoma,40109,36.885144,-96.516936,Warehouse/Distribution,C-1 Neighborhood Commercial,44468,7780816.2,Issued,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025467,2025-11-04,2027-04-26,Norman,OK,Cleveland,40027,36.668798,-97.014739,Industrial Build-Out,I-1 Light Industrial,53151,12871724.67,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025468,2025-10-16,2026-04-20,Tulsa,OK,Tulsa,40143,37.751089,-97.456525,Food Processing Facility,C-2 General Commercial,32674,7299408.89,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025469,2025-09-19,2027-02-08,Broken Arrow,OK,Tulsa,40143,37.610703,-96.269316,Mixed-Use Development,C-1 Neighborhood Commercial,23883,4171622.87,Issued,Yes,Pending,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025470,2025-06-19,2025-08-22,Norman,OK,Cleveland,40027,36.316361,-97.769424,Data Center,M-1 Medical District,12970,2310654.78,Issued,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025471,2026-05-18,2026-12-03,Broken Arrow,OK,Tulsa,40143,36.500517,-96.488219,Office Park,I-2 Heavy Industrial,56290,9820067.54,Issued,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025472,2025-01-20,2026-02-13,Wichita,KS,Sedgwick,20173,35.738039,-96.309959,Data Center,I-2 Heavy Industrial,66725,10391958.2,Issued,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025473,2025-01-02,2026-04-21,Broken Arrow,OK,Tulsa,40143,35.67378,-96.823577,Mixed-Use Development,I-2 Heavy Industrial,84383,14685781.2,Under Review,Yes,Passed,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025474,2025-05-09,2025-10-08,Tulsa,OK,Tulsa,40143,35.406595,-95.949463,Data Center,C-1 Neighborhood Commercial,84262,25392554.62,Completed,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025475,2025-03-10,2025-11-05,Norman,OK,Cleveland,40027,37.025273,-96.400501,Food Processing Facility,C-2 General Commercial,14070,1479710.27,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025476,2026-04-27,2026-11-21,Oklahoma City,OK,Oklahoma,40109,35.648764,-97.633621,New Commercial Construction,PUD Planned Unit Development,77456,14006331.27,Under Review,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025477,2026-02-18,2026-10-11,Oklahoma City,OK,Oklahoma,40109,35.641125,-96.647477,Commercial Renovation,PUD Planned Unit Development,18836,5649049.98,Under Review,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025478,2025-10-29,2025-12-05,Broken Arrow,OK,Tulsa,40143,37.30345,-97.024156,Retail Complex,I-2 Heavy Industrial,58958,10149435.5,Under Review,Yes,Passed,Zone X,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025479,2025-04-24,2025-10-21,Oklahoma City,OK,Oklahoma,40109,35.403693,-95.966323,Retail Complex,I-1 Light Industrial,8588,2326893.05,Under Review,Yes,Passed,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025480,2025-04-18,2025-11-02,Oklahoma City,OK,Oklahoma,40109,36.553978,-97.164788,Warehouse/Distribution,PUD Planned Unit Development,20713,3347977.24,Under Review,Yes,Passed,Zone X,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025481,2025-03-27,2025-11-20,Norman,OK,Cleveland,40027,37.402506,-96.072418,Mixed-Use Development,C-1 Neighborhood Commercial,71281,22654150.24,Completed,Yes,Pending,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025482,2025-11-03,2026-07-05,Norman,OK,Cleveland,40027,37.477194,-97.474586,Data Center,PUD Planned Unit Development,27037,4993447.64,Issued,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025483,2026-02-10,2026-05-03,Tulsa,OK,Tulsa,40143,37.619228,-97.389415,Office Park,I-2 Heavy Industrial,49345,15274251.27,Issued,Yes,Pending,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025484,2025-07-25,2025-11-25,Norman,OK,Cleveland,40027,35.37904,-96.673217,Commercial Renovation,C-2 General Commercial,48833,8164445.79,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025485,2026-03-04,2026-04-23,Tulsa,OK,Tulsa,40143,36.566656,-96.203963,Office Park,PUD Planned Unit Development,70675,8598781.47,Completed,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025486,2025-08-11,2026-11-14,Oklahoma City,OK,Oklahoma,40109,36.573184,-95.990354,Commercial Renovation,C-1 Neighborhood Commercial,6223,1364981.61,Issued,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025487,2025-04-27,2026-01-29,Wichita,KS,Sedgwick,20173,37.465366,-96.007608,Mixed-Use Development,C-1 Neighborhood Commercial,51548,11108495.06,Issued,Yes,Pending,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025488,2025-03-31,2026-05-24,Oklahoma City,OK,Oklahoma,40109,37.727392,-96.086206,Data Center,C-2 General Commercial,11729,1711226.73,Issued,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025489,2025-07-03,2025-10-06,Norman,OK,Cleveland,40027,36.541118,-96.877238,Retail Complex,I-1 Light Industrial,74596,16702861.81,Completed,Yes,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025490,2025-05-21,2025-09-06,Tulsa,OK,Tulsa,40143,36.238483,-96.60724,Industrial Build-Out,PUD Planned Unit Development,68693,14694226.1,Issued,Yes,Pending,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025491,2026-02-03,2027-07-17,Wichita,KS,Sedgwick,20173,37.364127,-96.922868,Office Park,C-1 Neighborhood Commercial,49228,5812915.09,Issued,Yes,Pending,Zone AE,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025492,2026-03-19,2027-09-06,Norman,OK,Cleveland,40027,36.527078,-96.968501,Industrial Build-Out,M-1 Medical District,57801,8326537.25,Issued,Yes,Passed,No,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025493,2025-04-26,2026-05-12,Wichita,KS,Sedgwick,20173,35.771655,-97.316941,New Commercial Construction,C-1 Neighborhood Commercial,40229,7784437.38,Completed,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025494,2026-01-26,2026-10-04,Wichita,KS,Sedgwick,20173,35.548382,-96.915499,Food Processing Facility,C-1 Neighborhood Commercial,48428,7418268.98,Completed,Yes,Passed,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
BP-2025495,2025-02-15,2026-05-21,Wichita,KS,Sedgwick,20173,36.667727,-97.33474,Food Processing Facility,C-2 General Commercial,71600,14386642.93,Issued,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025496,2026-06-03,2026-07-18,Norman,OK,Cleveland,40027,35.967919,-96.134968,Office Park,I-2 Heavy Industrial,25351,2300535.98,Under Review,Yes,Passed,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025497,2025-08-05,2026-07-17,Norman,OK,Cleveland,40027,37.423184,-95.904239,Industrial Build-Out,I-2 Heavy Industrial,42393,9657066.79,Completed,Yes,Passed,Zone AE,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025498,2026-03-31,2027-04-20,Norman,OK,Cleveland,40027,35.920357,-96.110382,New Commercial Construction,I-1 Light Industrial,84364,8352925.97,Completed,Pending,Passed,No,20-173-0001,Municipal Building Permit Registry,Yes
BP-2025499,2025-05-13,2025-07-09,Tulsa,OK,Tulsa,40143,36.244405,-95.976117,Commercial Renovation,PUD Planned Unit Development,9000,1443148.52,Under Review,Yes,Pending,No,40-143-0001,Municipal Building Permit Registry,Yes
BP-2025500,2026-04-06,2027-02-08,Tulsa,OK,Tulsa,40143,35.877494,-96.601809,Medical Facility,I-2 Heavy Industrial,23300,5849080.39,Issued,Yes,Pending,Zone AE,40-109-0101,Municipal Building Permit Registry,Yes
