record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-10119,2025-01-15,2025-01-21,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J44.1,COPD with acute exacerbation,19,38,3.6,67.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10120,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J22,Acute lower respiratory infection,16,31,2.8,64.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10121,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.2,Moderate persistent asthma,18,42,3.5,44.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10122,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,19,50,2.3,52.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10123,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,OU Health University Hospital,R05,Cough,16,33,2.9,60.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10124,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J06.9,Acute upper respiratory infection,19,48,3.7,50.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10125,2025-01-15,2025-01-21,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J18.9,"Pneumonia, unspecified",22,37,3.6,57.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10126,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,9,41,2.1,40.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10127,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,R05,Cough,11,42,5.2,25.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10128,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,22,30,2.8,41.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10129,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,15,37,2.9,54.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10130,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J22,Acute lower respiratory infection,20,36,2.5,40.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10131,2025-01-15,2025-01-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.0,Mild intermittent asthma,16,41,1.3,29.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10132,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",20,40,2.7,67.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10133,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,18,39,3.5,38.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10134,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,14,45,3.6,31.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10135,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",16,34,4.5,48.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10136,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,10,43,3.4,49.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10137,2025-01-15,2025-01-21,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,R05,Cough,13,43,2.9,29.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10138,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J22,Acute lower respiratory infection,14,39,1.9,52.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10139,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J06.9,Acute upper respiratory infection,13,47,2.8,30.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10140,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,R05,Cough,14,47,1.8,46.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10141,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,15,38,3.1,39.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10142,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,R05,Cough,30,46,3.3,32.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10143,2025-01-15,2025-01-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,10,49,4.1,29.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10144,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,25,31,2.4,38.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10145,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,14,32,4.4,26.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10146,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,21,38,3.6,23.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10147,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,18,33,4.4,85.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10148,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,13,41,3.5,72.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10149,2025-01-22,2025-01-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,15,49,3.4,32.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10150,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,17,38,4.6,25.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10151,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,20,44,2.1,66.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10152,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,21,30,4.6,43.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10153,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,14,37,1.1,38.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10154,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,16,38,3.8,34.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10155,2025-01-22,2025-01-28,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,13,46,3.5,65.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10156,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.1,Mild persistent asthma,17,32,2.7,66.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10157,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J18.9,"Pneumonia, unspecified",25,46,2.8,42.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10158,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J22,Acute lower respiratory infection,18,40,2.6,15.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10159,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,20,42,3.4,21.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10160,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,22,25,3.3,54.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10161,2025-01-22,2025-01-28,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,16,36,2.8,57.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10162,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.0,Mild intermittent asthma,11,59,3.3,49.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10163,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J18.9,"Pneumonia, unspecified",16,44,2.6,25.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10164,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J06.9,Acute upper respiratory infection,12,39,2.1,54.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10165,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,16,38,1.2,71.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10166,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,17,37,3.1,50.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10167,2025-01-22,2025-01-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",17,31,2.8,52.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10168,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",15,40,4.0,31.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10169,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,23,40,1.3,39.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10170,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,R05,Cough,9,37,2.9,40.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10171,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J45.0,Mild intermittent asthma,19,43,4.3,56.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10172,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,OU Health University Hospital,R05,Cough,25,51,2.2,40.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10173,2025-01-22,2025-01-28,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J44.1,COPD with acute exacerbation,21,41,3.9,48.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10174,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,University of Kansas Health System,R05,Cough,19,44,2.4,40.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10175,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J44.1,COPD with acute exacerbation,17,29,2.3,36.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10176,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J06.9,Acute upper respiratory infection,11,31,2.6,37.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10177,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.1,Mild persistent asthma,15,41,3.0,68.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10178,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,18,47,3.7,23.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10179,2025-01-22,2025-01-28,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.0,Mild intermittent asthma,14,36,3.5,52.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10180,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J22,Acute lower respiratory infection,20,35,3.2,28.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10181,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,OU Health University Hospital,R05,Cough,22,32,2.4,77.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10182,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J45.1,Mild persistent asthma,19,33,4.0,47.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10183,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J45.0,Mild intermittent asthma,16,26,2.6,49.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10184,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J22,Acute lower respiratory infection,12,44,3.4,59.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10185,2025-01-22,2025-01-28,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J18.9,"Pneumonia, unspecified",16,40,2.7,40.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10186,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,20,49,3.5,22.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10187,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",16,39,3.8,38.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10188,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,8,41,1.5,36.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10189,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,17,44,1.7,43.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10190,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,19,45,2.7,53.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10191,2025-01-22,2025-01-28,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,11,46,4.4,50.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10192,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,17,54,4.9,59.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10193,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,18,40,3.5,74.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10194,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",21,42,3.7,66.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10195,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,R05,Cough,15,39,2.7,44.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10196,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,21,43,3.0,34.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10197,2025-01-29,2025-02-04,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,11,45,3.6,28.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10198,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",18,44,3.4,45.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10199,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,17,47,3.4,59.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10200,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,21,26,3.6,63.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10201,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,14,42,1.9,41.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10202,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,R05,Cough,12,54,4.8,43.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10203,2025-01-29,2025-02-04,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,19,33,4.2,49.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10204,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,17,37,4.0,42.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10205,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",22,30,3.2,50.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10206,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,R05,Cough,16,42,2.9,43.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10207,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,11,44,2.5,48.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10208,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,13,45,3.0,21.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10209,2025-01-29,2025-02-04,73103,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",16,31,2.7,47.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10210,2025-01-29,2025-02-04,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J06.9,Acute upper respiratory infection,19,48,2.6,15.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10211,2025-01-29,2025-02-04,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J18.9,"Pneumonia, unspecified",14,47,3.1,36.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10212,2025-01-29,2025-02-04,74101,Tulsa,OK,Tulsa,OU Health University Hospital,J22,Acute lower respiratory infection,16,33,3.7,57.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10213,2025-01-29,2025-02-04,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",13,39,3.0,29.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-10214,2025-01-29,2025-02-04,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.2,Moderate persistent asthma,19,30,2.7,50.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
